Feature Identifier,Feature Name,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = b. Income Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = c. Employment Deprivation Domain; Reference period = 2019; measure type = Score,"English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = d. Education, Skills and Training Domain; Reference period = 2019; measure type = Score",English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = e. Health Deprivation and Disability Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = g. Barriers to Housing and Services Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = h. Living Environment Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = i. Income Deprivation Affecting Children Index (IDACI); Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = j. Income Deprivation Affecting Older People Index (IDAOPI); Reference period = 2019; measure type = Score
http://opendatacommunities.org/id/geography/administration/lsoa/E01004475,Wandsworth 026B,0.102,0.057,0.905,-0.146,22.477,37.588,0.177,0.197
http://opendatacommunities.org/id/geography/administration/lsoa/E01004476,Wandsworth 021C,0.086,0.056,4.473,-0.284,26.452,27.895,0.164,0.196
http://opendatacommunities.org/id/geography/administration/lsoa/E01004477,Wandsworth 017A,0.027,0.009,0.323,-1.251,12.684,29.857,0.026,0.109
http://opendatacommunities.org/id/geography/administration/lsoa/E01004478,Wandsworth 017B,0.024,0.018,0.042,-1.117,10.609,31.422,0.01,0.098
http://opendatacommunities.org/id/geography/administration/lsoa/E01004479,Wandsworth 017C,0.045,0.044,5.45,-0.929,25.939,32.519,0.03,0.107
http://opendatacommunities.org/id/geography/administration/lsoa/E01004480,Wandsworth 026C,0.045,0.023,1.984,-0.697,15.81,31.204,0.074,0.198
http://opendatacommunities.org/id/geography/administration/lsoa/E01004481,Wandsworth 029A,0.092,0.061,1.77,-0.085,23.986,34.632,0.126,0.263
http://opendatacommunities.org/id/geography/administration/lsoa/E01004482,Wandsworth 030A,0.09,0.065,5.846,-0.301,25.072,30.884,0.102,0.203
http://opendatacommunities.org/id/geography/administration/lsoa/E01004483,Wandsworth 026D,0.086,0.032,3.562,-0.641,31.112,39.827,0.175,0.258
http://opendatacommunities.org/id/geography/administration/lsoa/E01004484,Wandsworth 026E,0.101,0.053,4.933,-0.282,39.383,28.479,0.173,0.272
http://opendatacommunities.org/id/geography/administration/lsoa/E01004485,Wandsworth 030B,0.113,0.052,4.598,-0.164,25.861,40.244,0.124,0.35
http://opendatacommunities.org/id/geography/administration/lsoa/E01004486,Wandsworth 026F,0.097,0.055,1.786,0.036,36.597,29.114,0.087,0.366
http://opendatacommunities.org/id/geography/administration/lsoa/E01004487,Wandsworth 030C,0.119,0.106,2.149,0.007,36.052,30.637,0.092,0.202
http://opendatacommunities.org/id/geography/administration/lsoa/E01004488,Wandsworth 029B,0.071,0.065,0.823,-0.483,26.707,43.61,0.073,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01004489,Wandsworth 030D,0.123,0.091,8.317,0.334,27.123,68.334,0.109,0.225
http://opendatacommunities.org/id/geography/administration/lsoa/E01004490,Wandsworth 031A,0.035,0.022,0.947,-0.849,14.334,38.508,0.04,0.111
http://opendatacommunities.org/id/geography/administration/lsoa/E01004491,Wandsworth 031B,0.067,0.036,10.685,-0.537,46.309,24.004,0.114,0.285
http://opendatacommunities.org/id/geography/administration/lsoa/E01004492,Wandsworth 031C,0.102,0.074,3.375,-0.145,27.034,31.317,0.097,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01004493,Wandsworth 019A,0.105,0.061,3.404,-0.194,21.241,26.642,0.177,0.16
http://opendatacommunities.org/id/geography/administration/lsoa/E01004494,Wandsworth 018A,0.137,0.095,4.684,0.026,25.796,26.113,0.207,0.225
http://opendatacommunities.org/id/geography/administration/lsoa/E01004495,Wandsworth 024A,0.222,0.102,9.733,-0.144,28.467,20.94,0.362,0.329
http://opendatacommunities.org/id/geography/administration/lsoa/E01004496,Wandsworth 024B,0.069,0.049,5.137,-0.13,23.939,28.51,0.086,0.302
http://opendatacommunities.org/id/geography/administration/lsoa/E01004497,Wandsworth 024C,0.119,0.087,7.709,-0.12,20.578,33.128,0.148,0.211
http://opendatacommunities.org/id/geography/administration/lsoa/E01004498,Wandsworth 031D,0.064,0.04,1.939,-0.364,16.22,28.856,0.09,0.218
http://opendatacommunities.org/id/geography/administration/lsoa/E01004499,Wandsworth 020A,0.093,0.046,8.574,-0.248,26.006,31.313,0.206,0.161
http://opendatacommunities.org/id/geography/administration/lsoa/E01004500,Wandsworth 014A,0.076,0.037,3.097,-0.502,32.195,28.012,0.109,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01004501,Wandsworth 014B,0.129,0.083,6.608,-0.075,29.252,25.865,0.219,0.171
http://opendatacommunities.org/id/geography/administration/lsoa/E01004502,Wandsworth 020B,0.038,0.035,0.236,-1.17,21.135,40.132,0.027,0.136
http://opendatacommunities.org/id/geography/administration/lsoa/E01004503,Wandsworth 014C,0.111,0.073,7.988,0.179,30.272,35.955,0.2,0.198
http://opendatacommunities.org/id/geography/administration/lsoa/E01004504,Wandsworth 020C,0.075,0.031,0.688,-0.987,21.34,38.847,0.05,0.179
http://opendatacommunities.org/id/geography/administration/lsoa/E01004505,Wandsworth 014D,0.041,0.018,0.5,-1.452,30.707,31.298,0.077,0.098
http://opendatacommunities.org/id/geography/administration/lsoa/E01004506,Wandsworth 011A,0.054,0.031,6.408,-0.973,23.691,33.738,0.065,0.142
http://opendatacommunities.org/id/geography/administration/lsoa/E01004507,Wandsworth 014E,0.064,0.032,4.484,-1.212,25.303,31.184,0.115,0.155
http://opendatacommunities.org/id/geography/administration/lsoa/E01004508,Wandsworth 012A,0.069,0.042,6.431,-0.943,22.911,37.444,0.099,0.213
http://opendatacommunities.org/id/geography/administration/lsoa/E01004509,Wandsworth 010A,0.085,0.05,6.759,-0.277,28.203,29.942,0.176,0.279
http://opendatacommunities.org/id/geography/administration/lsoa/E01004510,Wandsworth 012B,0.054,0.033,4.164,-0.88,22.824,27.56,0.1,0.18
http://opendatacommunities.org/id/geography/administration/lsoa/E01004511,Wandsworth 010B,0.035,0.023,0.557,-0.633,18.859,36.202,0.044,0.09
http://opendatacommunities.org/id/geography/administration/lsoa/E01004512,Wandsworth 019B,0.07,0.062,3.839,-0.577,22.821,30.881,0.045,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01004513,Wandsworth 018B,0.145,0.059,9.778,-0.067,27.372,25.487,0.335,0.274
http://opendatacommunities.org/id/geography/administration/lsoa/E01004514,Wandsworth 012C,0.055,0.039,2.84,-0.336,18.085,32.853,0.08,0.15
http://opendatacommunities.org/id/geography/administration/lsoa/E01004515,Wandsworth 012D,0.099,0.066,2.523,-0.158,29.083,22.887,0.215,0.177
http://opendatacommunities.org/id/geography/administration/lsoa/E01004516,Wandsworth 036A,0.069,0.051,2.377,-0.917,24.678,41.109,0.09,0.113
http://opendatacommunities.org/id/geography/administration/lsoa/E01004517,Wandsworth 037A,0.112,0.066,6.408,-0.646,29.757,24.467,0.144,0.215
http://opendatacommunities.org/id/geography/administration/lsoa/E01004518,Wandsworth 036B,0.09,0.06,2.874,-0.967,21.949,39.252,0.096,0.176
http://opendatacommunities.org/id/geography/administration/lsoa/E01004519,Wandsworth 036C,0.116,0.064,6.404,-0.311,26.707,33.615,0.116,0.226
http://opendatacommunities.org/id/geography/administration/lsoa/E01004520,Wandsworth 036D,0.127,0.068,9.266,-0.723,27.681,34.086,0.171,0.183
http://opendatacommunities.org/id/geography/administration/lsoa/E01004521,Wandsworth 037B,0.126,0.076,14.269,-0.645,24.979,28.377,0.17,0.163
http://opendatacommunities.org/id/geography/administration/lsoa/E01004522,Wandsworth 037C,0.15,0.079,10.197,-0.716,27.045,33.546,0.208,0.26
http://opendatacommunities.org/id/geography/administration/lsoa/E01004523,Wandsworth 036E,0.126,0.07,4.427,-0.371,32.982,37.293,0.113,0.273
http://opendatacommunities.org/id/geography/administration/lsoa/E01004524,Wandsworth 037D,0.251,0.169,26.681,0.667,33.505,22.484,0.286,0.337
http://opendatacommunities.org/id/geography/administration/lsoa/E01004525,Wandsworth 035A,0.119,0.066,8.06,-0.207,31.134,38.572,0.198,0.243
http://opendatacommunities.org/id/geography/administration/lsoa/E01004526,Wandsworth 035B,0.15,0.078,6.927,0.096,26.883,35.758,0.248,0.335
http://opendatacommunities.org/id/geography/administration/lsoa/E01004527,Wandsworth 035C,0.09,0.039,5.267,-0.487,26.126,36.627,0.117,0.194
http://opendatacommunities.org/id/geography/administration/lsoa/E01004528,Wandsworth 035D,0.201,0.124,16.633,0.251,31.966,30.365,0.251,0.325
http://opendatacommunities.org/id/geography/administration/lsoa/E01004529,Wandsworth 035E,0.102,0.045,4.26,-0.589,25.661,35.471,0.155,0.241
http://opendatacommunities.org/id/geography/administration/lsoa/E01004530,Wandsworth 035F,0.118,0.069,2.751,-0.433,27.021,30.927,0.136,0.253
http://opendatacommunities.org/id/geography/administration/lsoa/E01004531,Wandsworth 033A,0.184,0.102,6.178,0.367,27.659,43.357,0.246,0.267
http://opendatacommunities.org/id/geography/administration/lsoa/E01004532,Wandsworth 032A,0.133,0.083,4.669,-0.285,24.268,26.663,0.205,0.235
http://opendatacommunities.org/id/geography/administration/lsoa/E01004533,Wandsworth 033B,0.184,0.129,15.228,0.05,27.045,35.326,0.205,0.299
http://opendatacommunities.org/id/geography/administration/lsoa/E01004534,Wandsworth 008A,0.056,0.033,1.104,-0.709,18.581,41.62,0.086,0.15
http://opendatacommunities.org/id/geography/administration/lsoa/E01004535,Wandsworth 007A,0.276,0.171,18.777,0.731,36.334,23.307,0.346,0.372
http://opendatacommunities.org/id/geography/administration/lsoa/E01004536,Wandsworth 008B,0.14,0.075,8.766,0.115,30.947,55.448,0.317,0.38
http://opendatacommunities.org/id/geography/administration/lsoa/E01004537,Wandsworth 007B,0.234,0.132,13.716,0.372,40.475,27.221,0.365,0.405
http://opendatacommunities.org/id/geography/administration/lsoa/E01004538,Wandsworth 007C,0.189,0.101,17.967,-0.205,34.732,26.219,0.275,0.425
http://opendatacommunities.org/id/geography/administration/lsoa/E01004539,Wandsworth 003A,0.254,0.155,15.281,0.264,37.364,26.808,0.331,0.386
http://opendatacommunities.org/id/geography/administration/lsoa/E01004540,Wandsworth 003B,0.179,0.121,5.865,0.072,31.83,34.216,0.242,0.376
http://opendatacommunities.org/id/geography/administration/lsoa/E01004541,Wandsworth 007D,0.265,0.17,21.159,0.706,33.709,24.865,0.364,0.365
http://opendatacommunities.org/id/geography/administration/lsoa/E01004542,Wandsworth 021D,0.048,0.034,0.811,-0.877,19.079,27.103,0.06,0.099
http://opendatacommunities.org/id/geography/administration/lsoa/E01004543,Wandsworth 027A,0.048,0.032,0.071,-0.833,22.173,28.847,0.075,0.07
http://opendatacommunities.org/id/geography/administration/lsoa/E01004544,Wandsworth 021E,0.072,0.046,0.26,-0.516,19.42,32.832,0.063,0.167
http://opendatacommunities.org/id/geography/administration/lsoa/E01004545,Wandsworth 027B,0.039,0.03,2.471,-0.891,25.378,40.603,0.07,0.111
http://opendatacommunities.org/id/geography/administration/lsoa/E01004546,Wandsworth 027C,0.045,0.037,2.49,-0.596,16.993,23.953,0.047,0.169
http://opendatacommunities.org/id/geography/administration/lsoa/E01004547,Wandsworth 029C,0.135,0.12,5.775,-0.1,27.305,23.142,0.128,0.173
http://opendatacommunities.org/id/geography/administration/lsoa/E01004548,Wandsworth 029D,0.109,0.063,5.611,-0.015,28.692,36.402,0.203,0.239
http://opendatacommunities.org/id/geography/administration/lsoa/E01004549,Wandsworth 027D,0.096,0.085,7.8,0.519,25.928,30.185,0.05,0.259
http://opendatacommunities.org/id/geography/administration/lsoa/E01004550,Wandsworth 017D,0.112,0.042,4.117,-0.125,26.089,20.351,0.176,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01004551,Wandsworth 012E,0.073,0.051,5.477,-0.322,28.059,44.859,0.107,0.29
http://opendatacommunities.org/id/geography/administration/lsoa/E01004552,Wandsworth 008C,0.029,0.018,12.371,-0.824,20.898,36.854,0.018,0.184
http://opendatacommunities.org/id/geography/administration/lsoa/E01004553,Wandsworth 015A,0.064,0.04,1.727,-0.411,23.69,27.781,0.075,0.23
http://opendatacommunities.org/id/geography/administration/lsoa/E01004554,Wandsworth 009A,0.026,0.016,0.1,-1.153,12.989,35.285,0.031,0.102
http://opendatacommunities.org/id/geography/administration/lsoa/E01004555,Wandsworth 017E,0.02,0.02,0.101,-1.457,12.425,34.083,0.016,0.092
http://opendatacommunities.org/id/geography/administration/lsoa/E01004556,Wandsworth 009B,0.033,0.018,0.158,-1.23,10.193,32.98,0.021,0.127
http://opendatacommunities.org/id/geography/administration/lsoa/E01004557,Wandsworth 015B,0.056,0.047,1.063,-0.726,19.266,32.23,0.053,0.16
http://opendatacommunities.org/id/geography/administration/lsoa/E01004558,Wandsworth 015C,0.054,0.034,0.986,-1.358,15.029,23.738,0.041,0.171
http://opendatacommunities.org/id/geography/administration/lsoa/E01004559,Wandsworth 015D,0.048,0.028,0.105,-1.076,19.685,34.493,0.058,0.153
http://opendatacommunities.org/id/geography/administration/lsoa/E01004560,Wandsworth 001A,0.077,0.041,3.418,-0.629,25.613,53.31,0.152,0.134
http://opendatacommunities.org/id/geography/administration/lsoa/E01004562,Wandsworth 002B,0.215,0.116,15.153,-0.058,34.273,47.76,0.341,0.326
http://opendatacommunities.org/id/geography/administration/lsoa/E01004563,Wandsworth 002C,0.164,0.094,8.483,-0.074,37.906,72.509,0.26,0.307
http://opendatacommunities.org/id/geography/administration/lsoa/E01004564,Wandsworth 002D,0.108,0.076,7.704,0.245,28.37,32.062,0.246,0.195
http://opendatacommunities.org/id/geography/administration/lsoa/E01004565,Wandsworth 005A,0.119,0.079,11.94,-0.01,24.256,34.529,0.237,0.222
http://opendatacommunities.org/id/geography/administration/lsoa/E01004566,Wandsworth 001B,0.058,0.025,4.272,-0.828,21.404,40.904,0.077,0.178
http://opendatacommunities.org/id/geography/administration/lsoa/E01004567,Wandsworth 002E,0.25,0.14,17.49,0.43,38.584,18.798,0.354,0.43
http://opendatacommunities.org/id/geography/administration/lsoa/E01004568,Wandsworth 013A,0.169,0.084,23.67,0.123,31.899,18.56,0.369,0.293
http://opendatacommunities.org/id/geography/administration/lsoa/E01004569,Wandsworth 023A,0.168,0.104,14.793,0.183,30.011,23.832,0.286,0.252
http://opendatacommunities.org/id/geography/administration/lsoa/E01004570,Wandsworth 023B,0.25,0.142,26.903,0.762,32.773,16.594,0.376,0.378
http://opendatacommunities.org/id/geography/administration/lsoa/E01004571,Wandsworth 023C,0.187,0.095,18.443,-0.075,31.437,23.852,0.282,0.383
http://opendatacommunities.org/id/geography/administration/lsoa/E01004572,Wandsworth 016A,0.142,0.09,8.75,-0.328,35.035,21.583,0.236,0.16
http://opendatacommunities.org/id/geography/administration/lsoa/E01004573,Wandsworth 023D,0.139,0.099,16.034,0.028,45.471,36.312,0.186,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01004574,Wandsworth 013B,0.277,0.146,29.845,0.654,33.929,15.623,0.36,0.387
http://opendatacommunities.org/id/geography/administration/lsoa/E01004575,Wandsworth 013C,0.212,0.126,13.071,0.361,39.638,26.946,0.298,0.312
http://opendatacommunities.org/id/geography/administration/lsoa/E01004576,Wandsworth 013D,0.179,0.123,16.049,0.246,38.826,20.089,0.234,0.252
http://opendatacommunities.org/id/geography/administration/lsoa/E01004577,Wandsworth 003C,0.08,0.039,2.255,-0.233,26.69,42.729,0.116,0.199
http://opendatacommunities.org/id/geography/administration/lsoa/E01004579,Wandsworth 004B,0.114,0.078,2.865,-0.275,25.928,43.297,0.127,0.208
http://opendatacommunities.org/id/geography/administration/lsoa/E01004580,Wandsworth 004C,0.106,0.05,1.833,0.322,29.717,38.607,0.186,0.275
http://opendatacommunities.org/id/geography/administration/lsoa/E01004581,Wandsworth 004D,0.116,0.06,6.135,-0.482,27.957,35.66,0.249,0.207
http://opendatacommunities.org/id/geography/administration/lsoa/E01004582,Wandsworth 001C,0.063,0.042,3.466,-1.806,23.893,34.612,0.09,0.113
http://opendatacommunities.org/id/geography/administration/lsoa/E01004583,Wandsworth 001D,0.087,0.046,2.151,-0.33,25.386,29.071,0.121,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01004584,Wandsworth 003D,0.273,0.143,17.284,0.306,37.44,22.898,0.343,0.412
http://opendatacommunities.org/id/geography/administration/lsoa/E01004585,Wandsworth 008D,0.049,0.031,2.698,-0.195,21.578,34.928,0.084,0.15
http://opendatacommunities.org/id/geography/administration/lsoa/E01004586,Wandsworth 009C,0.054,0.035,2.77,-0.651,21.427,41.035,0.087,0.203
http://opendatacommunities.org/id/geography/administration/lsoa/E01004587,Wandsworth 009D,0.04,0.033,1.676,-0.704,15.091,41.792,0.033,0.177
http://opendatacommunities.org/id/geography/administration/lsoa/E01004588,Wandsworth 008E,0.036,0.035,1.906,-0.48,22.969,45.709,0.038,0.146
http://opendatacommunities.org/id/geography/administration/lsoa/E01004589,Wandsworth 009E,0.028,0.022,0.574,-0.868,16.462,42.642,0.032,0.117
http://opendatacommunities.org/id/geography/administration/lsoa/E01004590,Wandsworth 005B,0.176,0.132,6.991,-0.029,26.966,35.862,0.241,0.24
http://opendatacommunities.org/id/geography/administration/lsoa/E01004591,Wandsworth 005C,0.125,0.082,4.939,-0.024,27.034,31.353,0.256,0.275
http://opendatacommunities.org/id/geography/administration/lsoa/E01004592,Wandsworth 005D,0.171,0.127,12.003,0.176,25.146,36.317,0.244,0.231
http://opendatacommunities.org/id/geography/administration/lsoa/E01004593,Wandsworth 025A,0.07,0.039,0.908,-0.715,21.53,24.414,0.095,0.153
http://opendatacommunities.org/id/geography/administration/lsoa/E01004594,Wandsworth 020D,0.028,0.02,0.287,-1.196,13.412,33.326,0.02,0.094
http://opendatacommunities.org/id/geography/administration/lsoa/E01004595,Wandsworth 025B,0.05,0.029,6.7,-0.819,19.687,29.988,0.074,0.151
http://opendatacommunities.org/id/geography/administration/lsoa/E01004596,Wandsworth 020E,0.029,0.027,0.249,-0.87,14.948,36.42,0.029,0.088
http://opendatacommunities.org/id/geography/administration/lsoa/E01004597,Wandsworth 025C,0.092,0.067,0.775,-0.372,19.219,26.817,0.066,0.281
http://opendatacommunities.org/id/geography/administration/lsoa/E01004598,Wandsworth 025D,0.043,0.03,2.626,-0.497,14.463,36.164,0.052,0.122
http://opendatacommunities.org/id/geography/administration/lsoa/E01004599,Wandsworth 025E,0.03,0.02,0.521,-1.103,11.06,25.511,0.03,0.066
http://opendatacommunities.org/id/geography/administration/lsoa/E01004600,Wandsworth 018C,0.215,0.119,12.588,-0.181,40.422,26.766,0.345,0.384
http://opendatacommunities.org/id/geography/administration/lsoa/E01004601,Wandsworth 018D,0.125,0.063,3.919,-0.248,28.991,33.847,0.141,0.283
http://opendatacommunities.org/id/geography/administration/lsoa/E01004602,Wandsworth 010C,0.03,0.015,1.213,-0.92,19.838,45.217,0.045,0.116
http://opendatacommunities.org/id/geography/administration/lsoa/E01004604,Wandsworth 006A,0.015,0.02,0.091,-1.4,18.669,41.458,0.015,0.042
http://opendatacommunities.org/id/geography/administration/lsoa/E01004605,Wandsworth 006B,0.099,0.07,2.296,-0.824,25.236,25.842,0.117,0.164
http://opendatacommunities.org/id/geography/administration/lsoa/E01004606,Wandsworth 006C,0.019,0.013,0.915,-0.984,16.424,38.531,0.019,0.094
http://opendatacommunities.org/id/geography/administration/lsoa/E01004607,Wandsworth 006D,0.028,0.024,0.444,-1.622,21.868,34.003,0.018,0.09
http://opendatacommunities.org/id/geography/administration/lsoa/E01004608,Wandsworth 006E,0.098,0.054,7.563,-0.261,25.408,28.095,0.159,0.243
http://opendatacommunities.org/id/geography/administration/lsoa/E01004609,Wandsworth 010E,0.029,0.019,0.139,-0.655,26.525,46.29,0.036,0.129
http://opendatacommunities.org/id/geography/administration/lsoa/E01004610,Wandsworth 033C,0.102,0.064,5.102,-0.481,29.419,36.117,0.092,0.25
http://opendatacommunities.org/id/geography/administration/lsoa/E01004611,Wandsworth 032B,0.092,0.056,6.826,-0.476,24.627,41.299,0.083,0.167
